key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 9537 (Part II),IS 9537 (Part II):1981,1981,CONDUITS FOR ELECTRICAL WIRING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9542,IS 9542:2005,2005,Pipes and Fittings — Marking,ACTIVE,CONSTRUCTION,,,unverified,no_full_text|demo_only_unverified_source|certification_status_unknown,False,demo_only
IS 9550,IS 9550,,Bright Steel Bars,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9573 (Part 2),IS 9573 (Part 2),,Rubber Hose For Liquefied Petroleum Gas(LPG)-Specification Part2 Domestic And Commercial Application,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9585,IS 9585,,Lactometers,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9601,IS 9601,,Submersible Motors Technical Delivery Conditions,ACTIVE,Testing & Normative Reference,,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 9627,IS 9627:1980,1980,ASBESTOS CEMENT PRESSURE PIPES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9665,IS 9665,,Propoxur Emulsifiable Concentrates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9738,IS 9738,,Polyethylene Bags For General Purposes,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9739,IS 9739:1981,1981,PRESSURE REDUCING VALVES FOR DOMESTIC,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9742,IS 9742:1993,1993,SPRAYED MINERAL WOOL THERMAL INSULATION,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9743,IS 9743:1990,1990,THERMAL INSULATION FINISHING CEMENTS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9755,IS 9755,,Textiles - High Density Polyethylene (hdpe) / Polypropylene (pp) Woven Sacks For Packing Fertilizers,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9758,IS 9758:1981,1981,Flush Valves And Fittings For Water Closets And Urinals,ACTIVE,Pumps & Mechanical Equipment,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 9762,IS 9762:1994,1994,Polyethylene Floats (spherical) For Float Valves,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 9763,IS 9763:2000,2000,"Plastics Bib Taps,Pillar Taps,Angle Valves And Stop Valves For Hot And Cold Water Services -",ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 9825,IS 9825,,Chlorine Tablets,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9842,IS 9842:1994,1994,PREFORMED FIBROUS PIPE INSULATION,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9857,IS 9857,,Welding Cables,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9873 (Part 1),IS 9873 (Part 1):2019,2019,Safety Of Toys,ACTIVE,Toys & Children Products,Toy Safety,True,single_source_unconfirmed,no_full_text,False,single_source
IS 9873 (Part 2),IS 9873 (Part 2):2017,2017,Toys - Flammability,ACTIVE,Toys & Children Products,Toy Safety,True,single_source_unconfirmed,no_full_text,False,single_source
IS 9873 (Part 3),IS 9873 (Part 3):2020,2020,Toys - Migration of Certain Elements,ACTIVE,Toys & Children Products,Chemical Safety,True,single_source_unconfirmed,no_full_text,False,single_source
IS 9890,IS 9890,,General Purpose Ball Valves,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9893,IS 9893:1981,1981,PRECAST CONCRETE BLOCKS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9912,IS 9912:1981,1981,COAL TAR BASED COATING MATERIALS AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9921 (Part 1 to 5),IS 9921 (Part 1 to 5):1985,1985,Alternating Current Disconnectors (Isolators) and Earthing Switches for Voltages above 1000 V,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 9968 (Part 1),IS 9968 (Part 1):1988,1988,Elastomer Insulated Cables - For Working Voltages up to and including 1100 V,ACTIVE,Electrical,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 9968 (Part 2),IS 9968 (Part 2),,Elastomer-insulated Cables-Part2:For Working Voltages From3.3 Kv Up To And Including 3 3kv,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9973,IS 9973,,Specification For Visor For Scooter Helmets,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9974 (Part 1),IS 9974 (Part 1),,High Pressure Sodium Vapour Lamps :part 1 General Requirements And Tests,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9997,IS 9997,,Aluminium alloy redraw rods for electrical purposes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10019,IS 10019:1981,1981,MILD STEEL  STAYS  AND FASTENERS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10079,IS 10079,,Specification For Cylindrical Metal Measures For Use In Tests Of Aggregates And Concrete,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10080,IS 10080,,Specification For Vibration Machine For Standard Cement Mortar Cubes,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10086,IS 10086,,Specification For Moulds For Use In Tests Of Cement And Concrete,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10090,IS 10090:1982,1982,NUMERICALS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10116,IS 10116:2015,2015,Polyvinyl Chloride (PVC) Resins - Specification,ACTIVE,Chemicals,,True,needs_review,no_full_text|source_conflict_present,False,multi_source
IS 10124 (Part 1),IS 10124 (Part 1),,Fabricated Pvc-u Fittings For Potable Water Supplies-Specification Part 1 General Requirements,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10124 (Part 10),IS 10124 (Part 10):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 11),IS 10124 (Part 11):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 12),IS 10124 (Part 12):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 13),IS 10124 (Part 13):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 2),IS 10124 (Part 2):1988,1988,Fabricated Pvc-u Fittings For Potable Water Supplies-Specification Part 2 Specific Requirements For Sockets,ACTIVE,Electrical & Electronics,,True,verified_multi_source,,True,multi_source
IS 10124 (Part 3),IS 10124 (Part 3):1988,1988,FABRICATED PVC FITTINGS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 4),IS 10124 (Part 4):1988,1988,FABRICATED PVC FITTINGS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 5),IS 10124 (Part 5):1988,1988,FABRICATED PVC FITTINGS  FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 6),IS 10124 (Part 6):1988,1988,FABRICATED  PVC FITTINGS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 7),IS 10124 (Part 7):1988,1988,FABRICATED  PVC FITTINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 8),IS 10124 (Part 8):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10124 (Part 9),IS 10124 (Part 9):1988,1988,FABRICATED PVC FITTING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10212 (Part 1),IS 10212 (Part 1),,General Requirements For Packages Of Explosives:Part1Commercial High Explosives,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10228,IS 10228,,School Bag,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10238,IS 10238:2001,2001,FASTENERS – THREADED STEEL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10243,IS 10243,,"2, 4-d Ethyl Ester Ec",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10245,IS 10245:1982,1982,Disposable Hypodermic Syringes,ACTIVE,Medical & Healthcare,Medical Devices,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 10257,IS 10257:1982,1982,Hypodermic Needles for Reusable Use,ACTIVE,Medical Devices,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 10258,IS 10258:2002,2002,Sterile Hypodermic Syringes for Single Use - Specification,ACTIVE,Medical Devices,,True,verified_multi_source,no_full_text,False,multi_source
IS 10292,IS 10292:1988,1988,DIMENSIONAL REQUIREMENTS FOR RUBBER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10299,IS 10299:1982,1982,CAST IRON SADDLE PIECES FOR SERVICE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10322 (Part 5/Sec 1),IS 10322 (Part 5/Sec 1):2012,2012,"Luminaires - Particular Requirements - Fixed General Purpose Luminaires (LED Street Lighting, Flood Lighting)",ACTIVE,Electrical,Lighting,True,verified_multi_source,no_full_text,False,multi_source
IS 10322 (Part 5/Sec 3),IS 10322 (Part 5/Sec 3):2012,2012,Luminaires — Part 5: Particular Requirements — Section 3: Luminaires for Road and Street Lighting,ACTIVE,ELECTRICAL,,True,verified_multi_source,no_full_text|amendment_or_verification_data_self_asserted_not_network_verified,False,multi_source
IS 10322 (Part 5/Sec 7),IS 10322 (Part 5/Sec 7):2013,2013,Luminaires — Specification,ACTIVE,ELECTRICAL,,,unverified,no_full_text|demo_only_unverified_source|certification_status_unknown,False,demo_only
IS 10325,IS 10325,,"Square Tins-15Kg/litre For Ghee,Vanaspati,Edible Oils And Bakery Shortenings",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10342,IS 10342:1982,1982,CURTAIN  RAIL SYSTEM,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10350,IS 10350,,Powder Hair Dyes,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10360,IS 10360:1982,1982,LIME-POZZOLANA CONCRETE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10388,IS 10388:1982,1982,"CORRUGATED COIR, WOODWOOL,",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10394,IS 10394:1982,1982,WOODEN SLEEPERS FOR  RAILWAY TRACK,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10451,IS 10451:1983,1983,STEEL SLIDING SHUTTERS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10500,IS 10500:2012,2012,Drinking Water — Specification,ACTIVE,Water & Environment,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 10508,IS 10508,,"Phosphoric Acid, Food Grade",ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10521,IS 10521:1983,1983,COLLAPSIBLE GATES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10577,IS 10577,,Lancing Pipes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10617,IS 10617,,Hermetic Compressors,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10654,IS 10654:2020,2020,Sterile Hypodermic Needles for Single Use - Specification,ACTIVE,Medical Devices,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 10701,IS 10701:1983,1983,Specification For Structural Plywood - Specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 10702,IS 10702:2023,2023,Rubber Hawai Chappal,ACTIVE,"Leather, Footwear & PPE",Footwear,True,single_source_unconfirmed,no_full_text,False,single_source
IS 10748,IS 10748,,Hot-rolled Steel Strip For Welded Tubes And Pipes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 10758,IS 10758,,De-odorising-cum-disinfectant Fluids,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10772,IS 10772:1983,1983,QUICK SETTING LIME POZZOLANA MIXTURE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 10805,IS 10805,,"Foot Valves,Reflux Valves Or Non-return Valves And Bore Valves To Be Used In Suction Lines Of Agricultural Pumping Systems",ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 10810,IS 10810,,Methods of Test for Cables,ACTIVE,Testing & Normative Reference,,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 10810 (Part 1 to 65),IS 10810 (Part 1 to 65):1984,1984,Methods of Test for Cables,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 10889,IS 10889:1984,1984,High Density Polyethylene Films,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 10908,IS 10908,,Flexible Rubber Tubing For Liquefied Petroleum Gas,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 11010,IS 11010,,Ziram Colloidal Suspension,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 11037,IS 11037,,Electronic Type Fan Regulators,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 11087,IS 11087,,Paper For Magnetic Ink Character Recognition Cheque Printing,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 11128,IS 11128:1984,1984,SPRAY – APPLIED HYDRATED CALCIUM SILICATE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 11170,IS 11170,,Performance Requirements For Constant Speed Compression Ignition (diesel) Engines For Agricultural Purposes (up To 20 Kw),ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 11188 (Part 1),IS 11188 (Part 1),,Vault (strong Room) Doors Part 1 Specification,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
