key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 7181,IS 7181:1986,1986,"Horizontally Cast Iron Double Flanged Pipes For Water, Gas And Sewage",ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 7193,IS 7193:1974,1974,GLASS FIBRE BASE BITUMEN FELTS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7196,IS 7196:1974,1974,HOLD FAST,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7197,IS 7197:1974,1974,DOUBLE ACTION  FLOOR SPRINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7224,IS 7224,,"Iodized Salt, Vacuum Evaporated Iodized Salt And Refined Iodized Salt",ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7226,IS 7226:1974,1974,"COLD–ROLLED MEDIUM, HIGH CARBON AND LOW",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7231,IS 7231:1994,1994,Plastic Flushing Cisterns For Waterclosets And Urinals,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 7280,IS 7280:1974,1974,BARE WIRE ELECTRODES FOR SUBMERGED ARC,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7283,IS 7283,,Hot Rolled Bars For Production Of Bright Bars And Machined Parts For Engineering Applications,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7285 (Part 2),IS 7285 (Part 2):2017,2017,Seamless Steel Gas Cylinders,ACTIVE,Steel & Metallurgy,High Pressure Cylinders,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7308,IS 7308:1999,1999,NON-CONIFEROUS LOGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7316,IS 7316:1974,1974,DECORATIVE PLYWOOD USING PLURALITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7319,IS 7319:1974,1974,PERFORATED CONCRETE PIPES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7320,IS 7320,,Specification For Concrete Slump Test Apparatus,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7322,IS 7322:1985,1985,SPECIALS FOR STEEL CYLINDER REINFORCED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7328,IS 7328:2020,2020,High Density Polyethylene (HDPE) Materials for Moulding and Extrusion,ACTIVE,Chemicals,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7347,IS 7347,,Performance Of Small Size Spark Ignition Engines For Agricultural Sprayers And Similar Applications,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7372,IS 7372,,Lead-acid Storage Batteries For Motor Vehicles,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7378,IS 7378,,Specification for Bedside Lockers for Hospital Use,ACTIVE,Medical & Healthcare,Hospital Furniture,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7452,IS 7452:1990,1990,"Specification For Hot-rolled Steel Sections For Doors,Windows And Ventilators",ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 7454,IS 7454,,Hospital Furniture - Revolving Stool - Specification,ACTIVE,Medical & Healthcare,Hospital Furniture,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7466,IS 7466,,Rubber Gaskets For Pressure Cookers,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7509,IS 7509:1993,1993,THERMAL INSULATING CEMENT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7532,IS 7532,,Soft Soap - Specification,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7534,IS 7534:1985,1985,SLIDING LOCKING BOLTS FOR USE WITH,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7538,IS 7538,,Three-phase Squirrel Cage Induction Motors For Centrifugal Pumps For Agricultural Applications,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7540,IS 7540:1974,1974,MORTICE DEAD  LOCKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7556,IS 7556:1988,1988,BURNT CLAY  JALLIES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7593 (Part 1),IS 7593 (Part 1),,Power-operated Pneumatic Sprayer-cum-duster - Part 1 : Knapsack Type,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7620 (Part 1),IS 7620 (Part 1):1986,1986,Diagnostic Medical X-Ray Equipment - Part 1: General Requirements,ACTIVE,Medical Devices,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7652,IS 7652,,"Sphygmomanometer, Aneroid Type",ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7809 (Part 3/Sec 1),IS 7809 (Part 3/Sec 1),,Pressure Sensitive Adhesive Insulating Tapes For Electrical Purposes- Part3:Requirements For Individual Materials-Section1:Plasticized Polyvinylchloride Tapes With Non-thermosetting Adhesive,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7834,IS 7834:1987,1987,INJECTION MOULDED PVC SOCKET FITTINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 1),IS 7834 (Part 1),,Injection Moulded Pvc Socket Fittings With Solvent Cement Joints For Water Supplies: Part 1 General Requirements,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7834 (Part 2),IS 7834 (Part 2):1987,1987,INJECTION MOULDED PVC SOCKET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 3),IS 7834 (Part 3):1987,1987,Injection Moulded Pvc Socket Fittings With Solvent Cement Joints For Water Supplies: Part 3 Specific Requirements For 90 Degree Elbows,ACTIVE,Electrical & Electronics,,True,verified_multi_source,,True,multi_source
IS 7834 (Part 4),IS 7834 (Part 4):1987,1987,– INJECTION MOULDED PVC SOCKET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 5),IS 7834 (Part 5):1987,1987,– INJECTION MOULDED PVC SOCKET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 6),IS 7834 (Part 6):1987,1987,INJECTION MOULDING PVC SOCKET FITTINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 7),IS 7834 (Part 7):1987,1987,INJECTION MOULDED PVC SOCKET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7834 (Part 8),IS 7834 (Part 8):1987,1987,- INJECTION MOULDED PVC SOCKET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 7872,IS 7872,,Deep freezers,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7874 (Part 1),IS 7874 (Part 1):1975,1975,Methods of Tests for Animal Feeds and Feeding Stuffs - Part 1: General Methods,ACTIVE,Food & Agriculture,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 7887,IS 7887:1992,1992,Mild Steel Wire Rods For General Engineering Purposes,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 7903,IS 7903,,Textiles - Tarpaulins Made From High Density Polyethylene Woven Fabric,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7904,IS 7904,,High Carbon Steel Wire Rods,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 7933,IS 7933,,Flexible Polyurethane Foam For Domestic Mattresses,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 7943,IS 7943:1976,1976,Specification for Industrial Safety Helmets,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 7987,IS 7987:1979,1979,Guide for Selection of High Voltage AC Circuit Breakers,ACTIVE,Electrical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 8008 (Part 1),IS 8008 (Part 1):2003,2003,Injection Moulded/Machined High Density Polyethylene (HDPE) Fittings for Potable Water Supplies - Part 1 : General Requirements for Fittings,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 8008 (Part 2),IS 8008 (Part 2):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8008 (Part 3),IS 8008 (Part 3):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8008 (Part 4),IS 8008 (Part 4):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8008 (Part 5),IS 8008 (Part 5):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8008 (Part 6),IS 8008 (Part 6):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8008 (Part 7),IS 8008 (Part 7):2003,2003,INJECTION MOULDED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8025,IS 8025,,"Monocrotophos, Technical",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8028,IS 8028,,Quinalphos Ec,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8033,IS 8033:1976,1976,WASHERS WITH SQUARE HOLE FOR WOOD,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8034,IS 8034:2018,2018,Submersible Pumpsets - Specification,ACTIVE,Mechanical,,True,verified_multi_source,no_full_text,False,multi_source
IS 8035,IS 8035,,Handpump - Shallow Well,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8041,IS 8041:1990,1990,RAPID HARDENING PORTLAND CEMENT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8042,IS 8042:1989,1989,WHITE  PORTLAND CEMENT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8043,IS 8043:1991,1991,HYDROPHOBIC PORTLAND CEMENT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8074,IS 8074,,Monocrotophos Sl,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8081,IS 8081:1976,1976,SLOTTED SECTIONS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8112,IS 8112:2013,2013,"Ordinary Portland Cement, 43 Grade — Specification",ACTIVE,Construction Materials - Cement,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 8130,IS 8130:2013,2013,Conductors for Insulated Electric Cables and Flexible Cords,ACTIVE,Electrical - Cables,,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown,False,multi_source
IS 8144,IS 8144,,Multipurpose Dry Batteries,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8154,IS 8154:1993,1993,PREORMED CALCIUM SILICATE INSULATION,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8183,IS 8183:1993,1993,BONDED MINERAL WOOL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8249,IS 8249,,"Zinc Sulphate Heptahydrate, Agricultural Grade",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8272,IS 8272:1984,1984,GYPSUM PLASTER FOR USE IN THE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8291,IS 8291,,Phenthoate Emulsifiable Concentrates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8309,IS 8309,,Compression Type Tubular Terminal Ends For Aluminium Conductors Of Insulated Cables,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 8329,IS 8329:2000,2000,"Centrifugally Cast (Ductile) Iron Pressure Pipes for Water, Gas and Sewage",ACTIVE,Civil & Construction,,True,verified_multi_source,,True,multi_source
IS 8360 (Part 1),IS 8360 (Part 1):1977,1977,FABRICATED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8360 (Part 2),IS 8360 (Part 2):1977,1977,FABRICATED HIGH DENSITY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8360 (Part 3),IS 8360 (Part 3):1977,1977,FABRICATED HIGH  DENSITY POLYETHYLENE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8363,IS 8363:1976,1976,BARE WIRE ELECTRODES FOR ELECTROSLAG,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8374,IS 8374:1977,1977,"BITUMEN MASTIC, ANTI-STATIC AND",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8391 (Part 1),IS 8391 (Part 1),,Rubberized Coir Sheets For Cushioning Part 1: Curled,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8412,IS 8412:1977,1977,SLOTTED COUNTERSUNK HEAD BOLTS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8418,IS 8418,,Horizontal Centrifugal Self-priming Pumps,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8423,IS 8423,,Specification For Controlled Percolating Hose For Fire Fighting,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8442,IS 8442,,Stand Post Type Water And Foam Monitor For Fire Fighting -specification,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8446,IS 8446,,Pesticide - Carbendazim (mbc) Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8448,IS 8448,,Automatic Line Voltage Correctors (step Type) For Domestic Use,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 8462,IS 8462,,"Sterilizer, Portable, Vertical, Pressure Type",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8472,IS 8472:2019,2019,Regenerative Pumps for Clean Water - Specification,ACTIVE,Mechanical,,True,verified_multi_source,no_full_text,False,multi_source
IS 8498,IS 8498,,Temephos Emulsifiable Concentrates (ec),ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8500,IS 8500:1991,1991,STRUCTURAL  STEEL- MICRO ALLOYED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8521 (Part 1),IS 8521 (Part 1),,Industrial Safety Face Shields Part 1 With Plastic Visor,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8623 (Part 1),IS 8623 (Part 1):1993,1993,Specification for Low-Voltage Switchgear and Controlgear Assemblies,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 8686,IS 8686:1977,1977,Static Protective Relays - Specification,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 8707,IS 8707,,"Mancozeb, Technical - Specification",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8708,IS 8708,,Mancozeb Wettable Powder,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8718,IS 8718:1978,1978,VITREOUS ENAMELLED STEELKITCHEN SINKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8727,IS 8727:1978,1978,VITREOUS  ENAMELLED STEEL WASH–BASINS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8737,IS 8737:2019,2019,Valves for LPG Cylinders,ACTIVE,Domestic & Consumer Appliances,LPG Accessories,True,single_source_unconfirmed,no_full_text,False,single_source
IS 8760,IS 8760:1978,1978,MORTICE  SLIDING  DOOR LOCKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8783 (Part 4/Sec 1),IS 8783 (Part 4/Sec 1),,Winding Wires For Submersible Motors-Part4:Individual Wires- Section 1 : Hr Pvc Insulated Wires,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 8783 (Part 4/Sec 3),IS 8783 (Part 4/Sec 3),,Winding Wires For Submersible Motors-Part4:Individual Wires- Section 3 : Polyester And Polypropylene Insulated Winding Wires,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 8789,IS 8789:2014,2014,Values of Performance Characteristics for Three-Phase Induction Motors,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 8794,IS 8794:1988,1988,Cast Iron Detachable Joints For Use With Asbestos Cement Pressure Pipes,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 8808,IS 8808,,Burners For Oil Pressure Stoves And Oil Pressure Heaters,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 8828,IS 8828:1996,1996,Electrical Accessories - Circuit-Breakers for Overcurrent Protection (MCB),WITHDRAWN,Electrical,,True,needs_review,no_full_text|source_conflict_present|withdrawn_standard_confirm_successor_before_use,False,multi_source
IS 8869,IS 8869:1978,1978,WASHERS FOR CORRUGATED SHEET ROOFING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8870,IS 8870:1978,1978,ASBESTOS CEMENT CABLE CONDUITS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 8887,IS 8887:2018,2018,Bitumen Emulsion for Roads (Cationic Type) - Specification,ACTIVE,Civil & Construction,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 8910,IS 8910,,General Requirements for Supply of Microalloyed Steel,ACTIVE,Testing & Normative Reference,,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 8931,IS 8931:1993,1993,"Copper Alloy Fancy Single Taps, Combination Tap Assembly And Stop Valves For Water Services",ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 8944,IS 8944,,Chlorpyrifos Emulsifiable Concentrates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8963,IS 8963,,"Chlorpyrifos, Technical",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 8978,IS 8978,,Electric Instantaneous Water Heaters,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9000 (Part 1),IS 9000 (Part 1):1977,1977,Basic Environmental Testing Procedures for Electronic and Electrical Items,ACTIVE,ELECTRONICS,,,unverified,no_full_text|demo_only_unverified_source|certification_status_unknown,False,demo_only
IS 9079,IS 9079,,"Electric Monoset Pumps For Clear,Cold Water For Agricultural And Water Supply Purposes",ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9103,IS 9103:1999,1999,Concrete Admixtures - Specification,ACTIVE,Civil & Construction,Chemical Admixtures,True,verified_multi_source,no_full_text,False,multi_source
IS 9106,IS 9106:1979,1979,RISING BUTT HINGES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9131,IS 9131:1979,1979,RIM LOCKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9137,IS 9137:2019,2019,"Acceptance Tests for Centrifugal, Mixed Flow and Axial Pumps - Class C",ACTIVE,Mechanical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 9142,IS 9142:1979,1979,ARTIFICIAL LIGHTWEIGHT AGGREGATES FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9157,IS 9157,,Sodium Nitrate And Potassium Nitrate For Glass Compositions,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9165 (Part 2),IS 9165 (Part 2),,"Surgical Instruments - Needles, Suture Part 2 Eyed Needles-Sizes, Shapes And Dimensions",ACTIVE,Medical & Healthcare,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9197,IS 9197:1979,1979,"EPOXY RESIN, HARDENERS AND EPOXY",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9271,IS 9271,,Unplasticized Polyvinyl Chloride(upvc)Single Wall Corrugated Pipes For Drainage -,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9281 (Part 3),IS 9281 (Part 3),,Electronic Weighing Systems - Part 3 Requirements,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9283,IS 9283:2013,2013,Motors for Submersible Pumpsets - Specification,ACTIVE,Mechanical,,True,verified_multi_source,no_full_text,False,multi_source
IS 9295,IS 9295,,Steel Tubes For Idlers For Belt Conveyors,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9338,IS 9338:1984,1984,CAST IRON SCREW-DOWN STOP VALVES AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9356,IS 9356,,Butachlor Emulsifiable Concentrates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9360,IS 9360,,"Carbofuran Granules, Encapsulated",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9394,IS 9394:1979,1979,STONE LINTELS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9428,IS 9428:1993,1993,PREFORMED CALCIUM SILICATE INSULATION,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9436,IS 9436,,Performance Requirements And Methods Of Tests For Wheels For Passenger Cars,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9438,IS 9438,,Performance Requirements And Methods Of Tests For Wheels/rims For Trucks,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9471 (Part 2),IS 9471 (Part 2),,"Modular Lower Limb Orthotic Components - Part 2: Stirrups, Split",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9471 (Part 3),IS 9471 (Part 3),,Modular Lower Limb Orthotic Components - Part 3: Stirrup Plates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9471 (Part 4),IS 9471 (Part 4),,"Modular Lower Limb Orthotic Components - Part 4: Joint Unit, Ankle",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9471 (Part 6),IS 9471 (Part 6),,"Modular Lower Limb Orthotic Components - Part 6 : Orthotic Hip Joint (joint Unit, Hip Drop Lock)",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9471 (Part 7),IS 9471 (Part 7),,"Modular Lower Limb Orthotic Components - Part7:Orthotic Joint Bars, Ankle And Knee (upper And Lower)",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9473,IS 9473,,Respiratory Protective Devices - Filtering Half Masks To Protect Against Particles,ACTIVE,Medical & Healthcare,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9510,IS 9510:1980,1980,"BITUMEN MASTIC, ACID – RESISTING GRADE",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9516,IS 9516,,Specification for heat resisting steels,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 9523,IS 9523:2000,2000,"Ductile Iron Fittings For Pressure Pipes For Water, Gas And Sewage",ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 9532,IS 9532,,Chakka And Shrikhand,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 9537 (Part 1),IS 9537 (Part 1):1980,1980,CONDUITS FOR ELECTRICAL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 9537 (Part 2),IS 9537 (Part 2):1981,1981,Conduits for Electrical Installations - Rigid Steel Conduits,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 9537 (Part 3),IS 9537 (Part 3):1983,1983,Conduits for Electrical Installations - Rigid Non-Metallic Conduits (PVC Conduits),ACTIVE,Electrical,,True,verified_multi_source,,True,multi_source
IS 9537 (Part 4),IS 9537 (Part 4):1983,1983,Conduits For Electrical Installations-Part4:Pliable Self-recovering Conduits Of Insulating Materials,ACTIVE,Electrical & Electronics,,True,verified_multi_source,,True,multi_source
IS 9537 (Part 5),IS 9537 (Part 5):2000,2000,CONDUITS FOR ELECTRICAL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
